,MIR1244.2,MIR647,MIR4263,MIR3685,MIR1244.4,MIR210,MIR4502,MIR1249,MIR4292,MIR3682,MIR5087,MIR6859.1,MIR4664,MIR219A1,MIR4653,MIR3646,MIR4261,MIR126,MIR25,MIR5572,MIR7849,MIR635,MIR554,MIR7111,MIR4754,MIR4489,MIR4482,MIR320E,MIR6835,MIR4783,MIR1244.3,MIR3124,MIR4297,MIR659,MIR4537,MIR26B,MIR4635,MIR3609,MIR378H,MIR4525,MIR93,MIR6129,MIR4740,MIR570,MIR573,MIR378B,MIR6772,MIR193B,MIR616,MIR1268A,MIR6512,MIR6730,MIR1270,MIR6797,MIR3125,MIR3942,MIR3189,MIR4322,MIR3143,MIR6812,MIR324,MIR765,MIR4728,MIR1273C,MIR3928,MIR5690,MIR6071,MIR5188,MIR4782,AL513534.1,MIR4479,MIR3186,MIR4701,MIR589,MIR106B,MIR4511,MIR571,MIR378A,MIR378J,MIR186,MIR3671,MIR3677,MIR8066,MIR5587,MIR145,MIR933,MIR4685,MIR6739,MIR6753,MIR3649,MIR4477B,MIR331,MIR3176,MIR8067,MIR601,MIR3159,MIR3939,MIR4668,MIR4682,MIR6757
TCGA-DD-AAD8-01A-11R-A41C-07,0.0902777777777778,0.355263157894737,0.0666666666666667,0.223529411764706,0.15112540192926,0.0833333333333333,0.0,0.0,0.0526315789473684,0.13135593220339,0.0,0.0,0.0084033613445378,0.0,0.0666666666666667,0.157142857142857,0.0,0.119047619047619,0.0806451612903226,0.0,0.0,0.0344827586206897,0.428571428571429,0.0,0.333333333333333,0.0909090909090909,0.0309278350515464,0.0,0.0303030303030303,0.266666666666667,0.357142857142857,0.103448275862069,0.0769230769230769,0.125,0.117647058823529,0.0,0.0512820512820513,0.272727272727273,0.102564102564103,0.0,0.2,0.0,0.0,0.202020202020202,0.153846153846154,1.0,0.0909090909090909,0.0,0.204081632653061,0.0,0.0,0.4,0.0909090909090909,0.272727272727273,0.0,1.0,0.0298507462686567,0.0,0.0,0.333333333333333,0.357142857142857,0.166666666666667,0.444444444444444,0.0,0.0,0.0,0.0,0.6,0.0,0.0967741935483871,0.0,0.0,0.0909090909090909,0.08,0.333333333333333,0.0,0.0,0.307692307692308,0.2,0.291666666666667,0.470588235294118,0.1,0,0.0,0.0,0.5,0.0,0.285714285714286,0.0092592592592592,0.307692307692308,0.0,0.133333333333333,0.0,0.0,0.666666666666667,0.0,0.0526315789473684,0.75,0.0,0.0
TCGA-GJ-A3OU-01A-31R-A38B-07,0.135416666666667,0.0263157894736842,0.133333333333333,0.211764705882353,0.112540192926045,0.0,0.0,0.2,0.0421052631578947,0.0296610169491525,0.0,0.0,0.252100840336134,0.0,0.0222222222222222,0.0142857142857143,0.0,0.0714285714285714,0.0645161290322581,0.0526315789473684,0.0,0.103448275862069,0.0,0.08,0.0,0.0303030303030303,0.0,0.0,0.0,0.0666666666666667,0.321428571428571,0.0344827586206897,0.0,0.0625,0.117647058823529,0.0,0.0512820512820513,0.0,0.0,0.0,0.0,0.0,0.192307692307692,0.0909090909090909,0.0,0.0,0.0227272727272727,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0909090909090909,0.0078740157480315,0.1,0.0074626865671641,0.0,0.0,0.166666666666667,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0833333333333333,0.0,0.1,0,0.0769230769230769,0.0714285714285714,0.25,0.0,0.0,0.0185185185185185,0.0,0.121951219512195,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0
TCGA-KR-A7K8-01A-11R-A33J-07,0.177083333333333,0.0526315789473684,0.0666666666666667,0.105882352941176,0.331189710610932,0.0833333333333333,0.0,0.0,0.0421052631578947,0.23728813559322,0.0,0.230769230769231,0.0588235294117647,0.0,0.177777777777778,0.0785714285714286,0.0,0.30952380952381,0.17741935483871,0.0,0.0,0.0919540229885057,0.0,0.12,0.0,0.272727272727273,0.0515463917525773,0.333333333333333,0.0,0.133333333333333,0.464285714285714,0.0,0.0769230769230769,0.125,0.0,0.0,0.0512820512820513,0.0909090909090909,0.0256410256410256,0.0,0.1,0.4,0.384615384615385,0.0808080808080808,0.0769230769230769,0.09375,0.0,0.0,0.0612244897959184,0.333333333333333,0.0,0.133333333333333,0.0,0.272727272727273,0.0,0.2,0.0,0.0,0.0,0.166666666666667,0.5,0.0833333333333333,0.222222222222222,0.0,0.0,0.0833333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.235294117647059,0.0,0,0.0,0.142857142857143,0.0,0.25,0.0,0.0,0.0769230769230769,0.195121951219512,0.0,0.0,0.0,0.333333333333333,0.0,0.157894736842105,0.0,0.333333333333333,0.0
TCGA-CC-A1HT-01A-11R-A131-07,0.756944444444444,0.328947368421053,0.4,0.270588235294118,1.0,0.166666666666667,0.0,0.0,0.547368421052632,0.144067796610169,0.4,0.153846153846154,0.184873949579832,0.0952380952380952,0.288888888888889,0.0071428571428571,0.0,0.0476190476190476,0.435483870967742,0.0,0.0,0.137931034482759,0.0,0.28,0.0,0.0303030303030303,0.103092783505155,0.5,0.181818181818182,0.266666666666667,1.0,0.172413793103448,0.0,0.25,0.117647058823529,0.0,0.0512820512820513,0.0909090909090909,0.0256410256410256,0.0,0.2,0.2,0.153846153846154,0.222222222222222,0.153846153846154,0.0,0.0909090909090909,0.0,0.0408163265306122,0.333333333333333,0.75,0.0666666666666667,0.181818181818182,0.181818181818182,0.15748031496063,0.4,0.0,0.0,0.25,0.0,0.0714285714285714,1.0,0.0,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0645161290322581,0.0,0.222222222222222,0.0,1.0,0.166666666666667,0.0,0.0,0.0,0.6,0.0833333333333333,0.823529411764706,0.1,0,0.0,0.0,0.0,0.25,0.142857142857143,0.0462962962962963,0.0,0.146341463414634,0.133333333333333,0.0714285714285714,1.0,0.0,0.0,0.0,0.5,0.0,0.125
TCGA-DD-AAVR-01A-11R-A41C-07,0.111111111111111,0.0263157894736842,0.3,0.0941176470588235,0.167202572347267,0.0,0.0,0.1,0.0105263157894737,0.0254237288135593,0.0,0.0769230769230769,0.0084033613445378,0.0,0.0222222222222222,0.0214285714285714,0.0,0.238095238095238,0.241935483870968,0.0,0.0,0.0574712643678161,0.0,0.04,0.0,0.0606060606060606,0.0412371134020619,0.166666666666667,0.0303030303030303,0.0333333333333333,0.196428571428571,0.0,0.0,0.0,0.0,0.166666666666667,0.0512820512820513,0.181818181818182,0.0,0.0,0.0,0.0,0.0384615384615385,0.141414141414141,0.0769230769230769,0.0,0.0227272727272727,0.0,0.0204081632653061,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0223880597014925,0.0,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0645161290322581,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.176470588235294,0.1,0,0.0,0.0,0.0,0.0,0.142857142857143,0.0277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-DD-A4NN-01A-11R-A28V-07,0.107638888888889,0.513157894736842,0.266666666666667,0.576470588235294,0.0192926045016077,0.0277777777777778,0.0,0.0,0.210526315789474,0.330508474576271,0.0,0.0769230769230769,0.277310924369748,0.0952380952380952,0.288888888888889,0.328571428571429,0.0,0.119047619047619,0.5,0.0,0.0,0.114942528735632,0.285714285714286,0.12,0.166666666666667,0.0909090909090909,0.0412371134020619,0.0,0.121212121212121,0.2,0.125,0.172413793103448,0.153846153846154,0.125,0.0,0.0,0.102564102564103,0.181818181818182,0.0769230769230769,0.0,0.1,0.2,0.307692307692308,0.363636363636364,0.0769230769230769,0.0,0.0,0.0,0.0612244897959184,0.0,0.0,0.0,0.0,0.181818181818182,0.0078740157480315,0.4,0.186567164179104,0.0,0.0,0.166666666666667,0.214285714285714,0.166666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.32258064516129,0.0,0.222222222222222,0.181818181818182,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0588235294117647,0.2,0,0.0769230769230769,0.214285714285714,0.0,0.0,0.428571428571429,0.0185185185185185,0.769230769230769,0.0,0.2,0.214285714285714,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0
TCGA-DD-AACC-01A-11R-A41C-07,0.0902777777777778,0.0526315789473684,0.166666666666667,0.0470588235294118,0.131832797427653,0.0555555555555556,0.0,0.0,0.0105263157894737,0.169491525423729,0.0,0.0,0.0,0.0952380952380952,0.0,0.0357142857142857,0.0,0.0,0.17741935483871,0.0526315789473684,0.0,0.0574712643678161,0.0,0.08,0.166666666666667,0.151515151515152,0.0412371134020619,0.333333333333333,0.0,0.0,0.160714285714286,0.0,0.0,0.125,0.117647058823529,0.333333333333333,0.0,0.0909090909090909,0.0,0.0,0.1,0.0,0.0,0.0505050505050505,0.0,0.0,0.0,0.0,0.0204081632653061,0.0,0.0,0.0666666666666667,0.0,0.272727272727273,0.0,0.2,0.0,0.142857142857143,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0588235294117647,0.0,0,0.0,0.0,0.0,0.25,0.0,0.0092592592592592,0.153846153846154,0.024390243902439,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-DD-AADI-01A-11R-A41C-07,0.232638888888889,0.0263157894736842,0.1,0.129411764705882,0.469453376205788,0.0,0.0,0.0,0.0,0.313559322033898,0.0,0.0,0.0084033613445378,0.0,0.0444444444444444,0.0357142857142857,0.0,0.0952380952380952,0.17741935483871,0.0526315789473684,0.0,0.183908045977011,0.0,0.2,0.333333333333333,0.0606060606060606,0.0,0.166666666666667,0.0,0.0333333333333333,0.464285714285714,0.0,0.0,0.1875,0.0,0.0,0.0,0.181818181818182,0.0,0.0,0.4,0.4,0.230769230769231,0.141414141414141,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0909090909090909,0.0,0.1,0.0,0.0,0.0,0.0,0.0714285714285714,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0416666666666667,0.294117647058824,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.024390243902439,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-2Y-A9H1-01A-11R-A38B-07,0.0972222222222222,0.0263157894736842,0.0,0.0470588235294118,0.270096463022508,0.0,0.0,0.0,0.0,0.0805084745762712,0.0,0.0769230769230769,0.0,0.0476190476190476,0.0,0.0285714285714286,0.0,0.0,0.193548387096774,0.0,0.0,0.0919540229885057,0.0,0.12,0.0,0.151515151515152,0.0,0.0,0.0,0.0,0.375,0.0344827586206897,0.0,0.25,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.4,0.0384615384615385,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230769230769231,0.0,0.0,0.0,0.0,0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0
TCGA-DD-AACB-01A-11R-A41C-07,0.104166666666667,0.105263157894737,0.0,0.0705882352941176,0.112540192926045,0.0,0.0,0.0,0.0,0.0169491525423729,0.0,0.0,0.0420168067226891,0.0476190476190476,0.0,0.0071428571428571,0.0,0.0,0.112903225806452,0.0526315789473684,0.0,0.0229885057471264,0.0,0.12,0.0,0.333333333333333,0.11340206185567,0.333333333333333,0.0,0.0,0.25,0.0,0.0,0.125,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.153846153846154,0.0202020202020202,0.0,0.03125,0.0,0.0,0.0408163265306122,0.0,0.0,0.0,0.0909090909090909,0.0,0.133858267716535,0.1,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.08,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.2,0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.307692307692308,0.0731707317073171,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-WX-AA46-01A-11R-A39D-07,0.0729166666666667,0.144736842105263,0.233333333333333,0.0470588235294118,0.0868167202572347,0.0277777777777778,0.0,0.1,0.0526315789473684,0.0974576271186441,0.0,0.0,0.0168067226890756,0.0952380952380952,0.0444444444444444,0.0428571428571429,0.0,0.0,0.17741935483871,0.105263157894737,0.0,0.0804597701149425,0.0,0.04,0.166666666666667,0.121212121212121,0.0515463917525773,0.166666666666667,0.0,0.266666666666667,0.196428571428571,0.0689655172413793,0.230769230769231,0.1875,0.0,0.166666666666667,0.0769230769230769,0.181818181818182,0.0,0.0,0.0,0.0,0.0384615384615385,0.171717171717172,0.0769230769230769,0.125,0.0454545454545455,0.0,0.0612244897959184,0.0,0.0,0.133333333333333,0.0,0.0909090909090909,0.0078740157480315,0.2,0.298507462686567,0.0,0.0,0.0,0.285714285714286,0.0,0.222222222222222,0.0,0.0,0.166666666666667,0.125,0.0,0.0,0.161290322580645,0.0,0.111111111111111,0.0,0.04,0.0,0.5,0.0,0.0769230769230769,0.1,0.0416666666666667,0.117647058823529,0.0,0,0.0769230769230769,0.142857142857143,0.0,0.5,0.0,0.0092592592592592,0.153846153846154,0.0,0.0,0.142857142857143,0.0,0.0,0.0,0.105263157894737,0.0,0.0,0.0
TCGA-DD-A1EJ-01A-11R-A155-07,0.166666666666667,0.263157894736842,0.133333333333333,0.164705882352941,0.215434083601286,0.138888888888889,0.0,0.2,0.189473684210526,0.11864406779661,0.0,0.0,0.327731092436975,0.0,0.266666666666667,0.0785714285714286,0.0,0.0,0.161290322580645,0.0,0.5,0.160919540229885,0.0,0.08,0.0,0.151515151515152,0.0824742268041237,0.0,0.0,0.233333333333333,0.285714285714286,0.206896551724138,0.153846153846154,0.1875,0.0,0.0,0.0512820512820513,0.0909090909090909,0.0256410256410256,0.0,0.3,0.4,0.115384615384615,0.252525252525253,0.307692307692308,0.5625,0.0227272727272727,0.0,0.0204081632653061,0.333333333333333,0.25,0.0,0.454545454545455,0.181818181818182,0.393700787401575,0.0,0.0373134328358209,0.0,0.0,0.5,0.214285714285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818182,0.2,0.0,0.0,0.0,0.0769230769230769,0.1,0.0,0.411764705882353,0.2,0,0.0769230769230769,0.0714285714285714,0.0,0.25,0.428571428571429,0.0,0.0769230769230769,0.024390243902439,0.0666666666666667,0.142857142857143,0.0,0.0,0.0,0.210526315789474,0.25,0.333333333333333,0.125
TCGA-EP-A2KB-01A-11R-A180-07,0.203125,0.381578947368421,0.0333333333333333,0.152941176470588,0.15112540192926,0.0,0.333333333333333,0.4,0.0947368421052632,0.86864406779661,0.0,0.307692307692308,0.126050420168067,0.0476190476190476,0.0222222222222222,0.135714285714286,0.0,0.0476190476190476,0.161290322580645,0.0,0.5,0.0804597701149425,0.428571428571429,0.12,0.0,0.121212121212121,0.0412371134020619,0.0,0.0,0.2,0.267857142857143,0.103448275862069,0.153846153846154,0.0625,0.0,0.166666666666667,0.0769230769230769,0.0909090909090909,0.0512820512820513,0.0,0.0,0.0,0.269230769230769,0.171717171717172,0.0,0.03125,0.0909090909090909,0.0,0.0408163265306122,0.0,0.25,0.0666666666666667,0.0,0.0,0.0,0.0,0.0671641791044776,0.0,0.0,0.0,0.214285714285714,0.0,0.0,0.5,0.0,0.0833333333333333,0.0,0.0,0.2,0.258064516129032,0.0,0.222222222222222,0.0,0.04,0.333333333333333,0.5,0.0,0.0,0.3,0.0,0.0,0.1,0,0.0769230769230769,0.0,0.0,0.0,0.142857142857143,0.0092592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0
TCGA-DD-AACW-01A-11R-A41C-07,0.0677083333333333,0.223684210526316,0.133333333333333,0.141176470588235,0.122186495176849,0.0,0.0,0.0,0.0526315789473684,0.288135593220339,0.0,0.153846153846154,0.252100840336134,0.0952380952380952,0.0,0.0428571428571429,0.0,0.0714285714285714,0.258064516129032,0.0,0.0,0.0574712643678161,0.0,0.08,0.0,0.121212121212121,0.0309278350515464,0.0,0.0303030303030303,0.166666666666667,0.107142857142857,0.103448275862069,0.0769230769230769,0.3125,0.0,0.0,0.0512820512820513,0.272727272727273,0.0512820512820513,0.0,0.2,0.2,0.346153846153846,0.232323232323232,0.153846153846154,0.15625,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078740157480315,0.0,0.0223880597014925,0.0,0.0,0.0,0.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32258064516129,0.333333333333333,0.0,0.0,0.04,0.333333333333333,0.0,0.0,0.0769230769230769,0.0,0.0416666666666667,0.0588235294117647,0.0,0,0.0769230769230769,0.0714285714285714,0.25,0.0,0.0,0.0092592592592592,0.0769230769230769,0.0,0.0666666666666667,0.357142857142857,0.0,0.0,0.0,0.210526315789474,0.0,0.0,0.0
TCGA-NI-A4U2-01A-11R-A28V-07,0.157986111111111,0.368421052631579,0.533333333333333,0.270588235294118,0.0321543408360129,0.0,0.0,0.0,0.0631578947368421,0.970338983050847,0.2,0.0769230769230769,0.0084033613445378,0.142857142857143,0.0888888888888889,0.207142857142857,0.0,0.547619047619048,0.112903225806452,0.0,0.0,1.0,0.0,0.08,0.0,0.515151515151515,0.164948453608247,0.0,0.0,0.1,0.160714285714286,0.137931034482759,0.0,0.1875,0.0,0.0,0.179487179487179,0.0,0.0769230769230769,0.0,0.1,0.0,0.0,0.0808080808080808,0.153846153846154,0.0625,0.0681818181818182,1.0,0.306122448979592,0.333333333333333,0.0,0.133333333333333,0.363636363636364,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.142857142857143,0.0833333333333333,0.0,0.0,0.0,0.0,0.125,0.8,1.0,0.0645161290322581,0.0,0.0,0.0909090909090909,0.04,0.5,0.0,0.666666666666667,0.0769230769230769,0.2,0.0,0.117647058823529,0.0,0,0.0,0.0,0.0,0.0,0.142857142857143,0.037037037037037,0.0,0.0,0.0666666666666667,0.0714285714285714,0.0,0.0,0.0,0.0,0.25,0.0,0.875
TCGA-DD-AAVP-01A-11R-A41C-07,0.046875,0.105263157894737,0.1,0.0588235294117647,0.0289389067524116,0.0,0.0,0.0,0.0210526315789474,0.0211864406779661,0.0,0.307692307692308,0.0084033613445378,0.0476190476190476,0.0444444444444444,0.107142857142857,0.0,0.0714285714285714,0.032258064516129,0.315789473684211,0.0,0.0804597701149425,0.0,0.08,0.0,0.242424242424242,0.0309278350515464,0.0,0.0303030303030303,0.0,0.0892857142857143,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0505050505050505,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.272727272727273,0.0,0.1,0.0,0.0,0.0,0.0,0.214285714285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-DD-A39W-01A-11R-A213-07,0.142361111111111,0.0921052631578947,0.0333333333333333,0.0588235294117647,0.0803858520900322,0.0,0.0,0.0,0.0105263157894737,0.0211864406779661,0.0,0.0,0.277310924369748,0.142857142857143,0.0,0.0214285714285714,0.0,0.0,0.0,0.0526315789473684,0.0,0.586206896551724,0.0,0.0,0.166666666666667,0.0909090909090909,0.0618556701030928,0.0,0.0303030303030303,0.1,0.107142857142857,1.0,0.0,0.125,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.1,0.2,0.0384615384615385,0.0505050505050505,0.538461538461538,0.0,0.0,0.0,0.0,0.666666666666667,0.25,0.0,0.0,0.0909090909090909,0.015748031496063,0.0,0.0074626865671641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0967741935483871,0.0,0.0,0.0909090909090909,0.04,0.0,0.0,0.0,0.0769230769230769,0.1,0.25,0.0,0.2,0,0.0,0.0,0.25,0.0,0.0,0.0092592592592592,0.384615384615385,0.0,0.2,0.285714285714286,0.0,0.0,0.0,0.105263157894737,0.0,0.0,0.0
TCGA-DD-AACU-01A-11R-A41C-07,0.0295138888888889,0.184210526315789,0.4,0.0352941176470588,0.022508038585209,0.0555555555555556,0.0,0.0,0.0421052631578947,0.0338983050847458,0.2,0.0,0.38655462184874,0.0952380952380952,0.0666666666666667,0.0428571428571429,0.0,0.0714285714285714,0.032258064516129,0.0526315789473684,0.0,0.0804597701149425,0.0,0.0,0.166666666666667,0.0909090909090909,0.206185567010309,0.0,0.0,0.233333333333333,0.0178571428571429,0.103448275862069,0.0,0.1875,0.0,0.0,0.0512820512820513,0.0,0.0512820512820513,0.25,0.3,0.0,0.0,0.171717171717172,0.0769230769230769,0.1875,0.0227272727272727,0.0,0.0612244897959184,0.333333333333333,0.0,0.133333333333333,0.0,0.0909090909090909,0.0078740157480315,0.0,0.0373134328358209,0.0,0.0,0.166666666666667,0.142857142857143,0.0833333333333333,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290322581,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0769230769230769,0.0,0.0416666666666667,0.0,0.0,0,0.0,0.0714285714285714,0.5,0.0,0.0,0.0277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
TCGA-KR-A7K7-01A-11R-A33J-07,0.164930555555556,0.0263157894736842,0.0,0.0235294117647059,0.353697749196141,0.0277777777777778,0.0,0.0,0.0947368421052632,0.127118644067797,0.0,0.0769230769230769,0.0336134453781513,0.0,0.0888888888888889,0.271428571428571,0.0,0.119047619047619,0.193548387096774,0.315789473684211,0.0,0.0804597701149425,0.0,0.56,0.5,0.303030303030303,0.0309278350515464,0.5,0.0,0.2,0.571428571428571,0.0,0.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.2,0.4,0.0384615384615385,0.131313131313131,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0666666666666667,0.0909090909090909,0.0909090909090909,0.0,0.2,0.0,0.0,0.0,0.5,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.1,1,0.0,0.0714285714285714,0.0,0.0,0.0,0.0185185185185185,0.0,0.0487804878048781,0.0,0.0714285714285714,0.0,0.333333333333333,0.0,0.105263157894737,0.0,0.333333333333333,0.25
TCGA-DD-AACQ-01A-11R-A41C-07,0.116319444444444,0.565789473684211,0.2,0.0941176470588235,0.163987138263666,0.138888888888889,0.0,0.1,0.0526315789473684,0.254237288135593,0.2,0.230769230769231,0.394957983193277,0.0,0.133333333333333,0.0785714285714286,0.0,0.142857142857143,0.403225806451613,0.0526315789473684,1.0,0.114942528735632,0.0,0.16,0.833333333333333,0.151515151515152,0.0103092783505155,0.5,0.0303030303030303,0.7,0.160714285714286,0.137931034482759,0.0,0.0625,0.0,0.0,0.0769230769230769,0.181818181818182,0.0,0.0,0.1,0.0,0.0384615384615385,0.161616161616162,0.0769230769230769,0.15625,0.136363636363636,0.666666666666667,0.0816326530612245,0.666666666666667,0.0,0.6,0.0,0.0909090909090909,0.0078740157480315,0.4,0.0,0.0,0.0,0.0,0.214285714285714,0.0833333333333333,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.5,0.5,0.333333333333333,0.0769230769230769,0.0,0.0,0.0588235294117647,0.0,0,0.0,0.0,0.0,0.0,0.142857142857143,0.0092592592592592,0.384615384615385,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.25,0.0,0.125
TCGA-DD-A4NS-01A-11R-A311-07,0.147569444444444,0.355263157894737,0.133333333333333,0.270588235294118,0.112540192926045,0.0277777777777778,0.0,0.2,0.0526315789473684,0.0932203389830508,0.0,0.153846153846154,0.428571428571429,0.0476190476190476,0.0222222222222222,0.0214285714285714,0.0,0.142857142857143,0.0645161290322581,0.157894736842105,0.0,0.126436781609195,0.0,0.04,0.0,0.0303030303030303,0.144329896907216,0.0,0.0,0.133333333333333,0.232142857142857,0.379310344827586,0.0,0.0,0.0,0.666666666666667,0.205128205128205,0.181818181818182,0.0512820512820513,0.0,0.0,0.0,0.115384615384615,0.484848484848485,0.461538461538462,0.09375,0.25,0.0,0.0408163265306122,0.0,0.0,0.333333333333333,0.0,0.0909090909090909,0.0,0.2,0.0597014925373134,0.142857142857143,0.0,0.333333333333333,0.214285714285714,0.0,0.0,0.5,0.0,0.0,0.25,0.4,0.0,0.225806451612903,0.0,0.555555555555556,0.0909090909090909,0.08,0.166666666666667,0.5,0.0,0.0,0.4,0.541666666666667,0.235294117647059,0.5,0,0.0769230769230769,0.642857142857143,0.0,0.5,0.285714285714286,0.0277777777777778,0.230769230769231,0.024390243902439,0.533333333333333,0.214285714285714,0.0,0.0,0.0,0.0526315789473684,0.75,0.0,0.25
TCGA-DD-A1EH-01A-11R-A131-07,0.157986111111111,0.197368421052632,0.0333333333333333,0.117647058823529,0.218649517684887,0.0555555555555556,0.0,0.0,0.0421052631578947,0.203389830508475,0.0,0.0,0.327731092436975,0.0476190476190476,0.111111111111111,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0919540229885057,0.0,0.08,0.0,0.0606060606060606,0.268041237113402,0.166666666666667,0.0,0.166666666666667,0.178571428571429,0.206896551724138,0.0769230769230769,0.125,0.0,0.0,0.0,0.272727272727273,0.0256410256410256,0.0,0.0,0.0,0.0384615384615385,0.242424242424242,0.846153846153846,0.34375,0.113636363636364,0.0,0.0612244897959184,0.0,0.0,0.0,0.454545454545455,0.0,0.0,0.2,0.0074626865671641,0.0,0.25,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129032258064516,0.0,0.111111111111111,0.0,0.16,0.166666666666667,0.0,0.0,0.0,0.5,0.0833333333333333,0.0,0.1,0,0.0,0.0,0.5,0.0,0.285714285714286,0.0092592592592592,0.384615384615385,0.024390243902439,0.133333333333333,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
