,MIR1244.4,MIR5692C2,MIR5572,MIR5587,MIR635,MIR186,MIR6772,MIR4263,MIR5195,MIR4489,MIR1244.3,MIR4664,MIR3189,MIR429,MIR647,MIR4538,MIR573,MIR4537,MIR3682,MIR4539,MIR6739,MIR3162,MIR3124,MIR5581,MIR6503,MIR582,MIR4671,MIR5087,MIR3178,MIR6512,MIR4442,MIR200A,MIR570,MIR4477B,MIR3135B,MIR3972,MIR4292,MIR559,MIR4645,MIR25,MIR2909,MIR4526,MIR708,MIR589,MIR3929,MIR3193,MIR3186,MIR145,MIR219A1,MIR126,MIR548I2,MIR4635,MIR4728,MIR100,MIR6071,MIR4652,MIR3685,MIR320B2,MIR4685,MIR6797,MIR3662,MIR6514,MIR4257,MIR3197,MIR5010,MIR221,MIR3153,MIR378J,MIR6835,MIR3942,MIR3616,MIR93,MIR4653,MIR5684,MIR4782,MIR4457,MIR320E,MIR193A,MIR3909,MIR4768,MIR548AT,MIR590,MIR7111,MIR4648,MIR4260,MIR23B,MIR1276,MIR3671,MIR5089,MIR567,MIR3149,MIR6129,MIR200B,AL513534.1,MIR4483,MIR6812,MIR6753,MIR5188,MIR6819,MIR659
TCGA-05-4402-01A-01R-1206-07,0.413357400722022,0,0.0045558086560364,0,0.25,0.148514851485149,0.0275229357798165,0.180790960451977,0.166666666666667,0.0952380952380952,0.25214899713467,0.113970588235294,0.0398773006134969,0.0921985815602837,0.0567685589519651,0.217391304347826,0.0597014925373134,0.234375,0.148148148148148,0.220588235294118,0.0625,0.333333333333333,0.692307692307692,0.3,0.15,0,0,0.0833333333333333,0.111111111111111,0.333333333333333,0.32,0.111111111111111,0.044404973357016,0.245901639344262,0.333333333333333,0.272727272727273,0.245098039215686,0.245614035087719,0.172413793103448,0.134751773049645,0,0.5,0,0.228571428571429,0,0.142857142857143,0.04,0,0.0731707317073171,0.037037037037037,0,0.104575163398693,0.0740740740740741,0,0.0104166666666667,0,0.142857142857143,0.0476190476190476,0,0.0357142857142857,0,0,0.0555555555555556,0.363636363636364,0.12,0.0563380281690141,0,0.108108108108108,0.0666666666666667,0,0,0.111111111111111,0.267326732673267,0,0.125,0,0.105263157894737,0.375,0,0.0560747663551402,0,0.147540983606557,0.16,0.444444444444444,0,0,0,0.117647058823529,0,0.0666666666666667,0.0769230769230769,0,0.032258064516129,0.139240506329114,0.0303030303030303,0,0.153846153846154,0,0.1875,0.0833333333333333
TCGA-55-7914-01A-11R-2170-07,0.11913357400722,0.125,0,0.130434782608696,0.105555555555556,0.158415841584158,0.220183486238532,0.0112994350282486,0.229166666666667,0.285714285714286,0.0802292263610315,0.0661764705882353,0.0122699386503067,0.0709219858156028,0.074235807860262,0.101449275362319,0.149253731343284,0.125,0.111111111111111,0.0441176470588235,0.125,0.333333333333333,0.115384615384615,0.25,0,0,0,0,0,0,0,0.0555555555555556,0.0550621669626998,0.0491803278688525,0,0,0.127450980392157,0.245614035087719,0,0.191489361702128,0,0.5,0,0.171428571428571,0,0,0.12,0.153846153846154,0.0731707317073171,0.0074074074074074,0.333333333333333,0.0784313725490196,0,0,0.0520833333333333,0,0.19047619047619,0.0952380952380952,0,0.107142857142857,0,0.285714285714286,0,0.0909090909090909,0.16,0.0845070422535211,0.0344827586206897,0.135135135135135,0.133333333333333,0.0833333333333333,0,0.222222222222222,0.0792079207920792,0,0.125,0,0.368421052631579,0,0.142857142857143,0.0186915887850467,0.125,0.180327868852459,0.08,0,0,0.0579710144927536,0,0.0588235294117647,0,0,0.0769230769230769,0.333333333333333,0.032258064516129,0.177215189873418,0,0,0.0769230769230769,0,0.125,0
TCGA-49-4490-01A-21R-1858-07,0.196750902527076,0,0,0.0434782608695652,0.0777777777777778,0.0198019801980198,0.055045871559633,0.0169491525423729,0.229166666666667,0,0.0916905444126074,0.0110294117647059,0.0061349693251533,0.0354609929078014,0.0349344978165939,0.0144927536231884,0.0298507462686567,0,0.0864197530864197,0.0073529411764705,0,0,0.0769230769230769,0.025,0,0,0,0,0.111111111111111,0,0.12,0.0277777777777778,0.0106571936056838,0.0327868852459016,0,0,0.0098039215686274,0.0350877192982456,0.103448275862069,0.0425531914893617,0,0,0.111111111111111,0.0285714285714286,0,0,0.04,0.0192307692307692,0.0487804878048781,0,0,0.0196078431372549,0.259259259259259,0,0,0,0.0476190476190476,0.0952380952380952,0.153846153846154,0.0714285714285714,0.111111111111111,0,0,0,0,0.183098591549296,0,0.0810810810810811,0.0333333333333333,0,0.133333333333333,0.111111111111111,0.0693069306930693,0,0,0,0.263157894736842,0,0,0.0560747663551402,0.125,0.0655737704918033,0.04,0,0,0,0,0.0588235294117647,0,0,0,0.333333333333333,0.032258064516129,0.0379746835443038,0,0,0,0,0,0.138888888888889
TCGA-55-8090-01A-11R-2241-07,0.339350180505415,0.0416666666666667,0.0045558086560364,0.739130434782609,0.15,0.257425742574257,0.146788990825688,0.135593220338983,0.1875,0.142857142857143,0.209169054441261,0.132352941176471,0.171779141104294,0.24113475177305,0.122270742358079,0.0289855072463768,0.358208955223881,0.046875,0.172839506172839,0.0294117647058824,0.125,0,0.346153846153846,0.25,0.05,0,0.111111111111111,0.166666666666667,0.111111111111111,0.166666666666667,0.24,0.208333333333333,0.0426287744227353,0.213114754098361,0,0,0.0980392156862745,0.175438596491228,1,0.531914893617021,0,0,0.111111111111111,0.142857142857143,0,0.714285714285714,0.4,0.0769230769230769,0.268292682926829,0.0518518518518519,0.0833333333333333,0.0784313725490196,0.148148148148148,0,0,0,0.247619047619048,0.0476190476190476,0.0769230769230769,0,0.333333333333333,0.428571428571429,1,0,0.32,0.28169014084507,0.103448275862069,0.432432432432432,0.266666666666667,0.166666666666667,0.0666666666666667,0.5,0.237623762376238,0.6,0.125,0,0.684210526315789,0,0.142857142857143,0.149532710280374,0.25,0.311475409836066,0.28,1,0.210526315789474,0.101449275362319,0.25,0.294117647058824,0.0909090909090909,0,0.0769230769230769,0.333333333333333,0.161290322580645,0.240506329113924,0,0.3,0.282051282051282,0.08,0.5,0.0555555555555556
TCGA-MP-A4TC-01A-11R-A24X-07,0.120938628158845,0.0416666666666667,0.0022779043280182,0,0.133333333333333,0.0891089108910891,0.100917431192661,0.0734463276836158,0.0208333333333333,0.238095238095238,0.0515759312320917,0.0477941176470588,0,0.0780141843971631,0.0698689956331878,0.0579710144927536,0.0149253731343284,0.046875,0.296296296296296,0.0661764705882353,0.03125,0,0.0384615384615385,0.025,0.05,0,0,0.25,0,0,0,0.0694444444444444,0.0319715808170515,0.0491803278688525,0.0740740740740741,0,0.372549019607843,0.0701754385964912,0,0.0425531914893617,0,0.5,0,0.514285714285714,0,0,0.04,0.0961538461538462,0,0.0296296296296296,0,0.0392156862745098,0.0740740740740741,0,0.0104166666666667,0,0.228571428571429,0,0.230769230769231,0.535714285714286,0.444444444444444,0,0,0,0.24,0.0140845070422535,0,0.243243243243243,0.133333333333333,0.416666666666667,0,0.0555555555555556,0.237623762376238,0,0,0.75,0.210526315789474,0.25,0,0.0280373831775701,0,0.0491803278688525,0.2,0,0.263157894736842,0,0,0,0,0.133333333333333,0,0.333333333333333,0.032258064516129,0.10126582278481,0.0303030303030303,0.1,0.256410256410256,0,0.25,0.0555555555555556
TCGA-64-1681-01A-11R-2066-07,0.342960288808664,0,0,0.0869565217391304,0.05,0.178217821782178,0.119266055045872,0.0451977401129944,0.0416666666666667,0.0476190476190476,0.143266475644699,0.0294117647058824,0.0429447852760736,0.0212765957446809,0.0436681222707424,0,0.388059701492537,0.0625,0.197530864197531,0.0073529411764705,0.15625,0,0.307692307692308,0.325,0,0,0.222222222222222,0,0,0,0.04,0.0277777777777778,0.0230905861456483,0.0327868852459016,0.222222222222222,0,0.0980392156862745,0.298245614035088,0,0.0354609929078014,0.5,0.5,0,0.0857142857142857,0,0,0.08,0.0961538461538462,0.0487804878048781,0.0296296296296296,0.0833333333333333,0.0065359477124183,0.259259259259259,0,0.0208333333333333,0,0.142857142857143,0.142857142857143,0.0769230769230769,0.0357142857142857,0.222222222222222,0.285714285714286,0,0.0909090909090909,0.04,0.0140845070422535,0,0.189189189189189,0.0333333333333333,0.0833333333333333,0,0.166666666666667,0.148514851485149,0,0,0,0.210526315789474,0,0,0.0934579439252336,0.125,0.147540983606557,0.04,0,0,0,0.25,0.705882352941177,0,0,0.153846153846154,0,0.129032258064516,0.177215189873418,0.0606060606060606,0.2,0.102564102564103,0.04,0.1875,0
TCGA-49-4486-01A-01R-1206-07,0.267148014440433,0,0,0,0.0333333333333333,0.0891089108910891,0.0458715596330275,0.11864406779661,0.0416666666666667,0.0952380952380952,0.160458452722063,0.0441176470588235,0.0122699386503067,0.0425531914893617,0.0262008733624454,0,0.0597014925373134,0,0.45679012345679,0.0073529411764705,0,0,0.230769230769231,0,0,0,0,0.0833333333333333,0,0,0,0.0138888888888889,0.0053285968028419,0.0655737704918033,0,0,0.0980392156862745,0.12280701754386,0,0.0638297872340425,0,0,0,0.0571428571428571,0,0,0,0.0192307692307692,0.024390243902439,0.0074074074074074,0,0.0065359477124183,0,0,0,0,0.0952380952380952,0,0,0.178571428571429,0,0,0,0.0909090909090909,0,0.0140845070422535,0,0.0540540540540541,0,0,0,0.0555555555555556,0.0198019801980198,0,0,0,0,0,0,0.0093457943925233,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,0,0,0.08,0,0.194444444444444
TCGA-91-6847-01A-11R-1949-07,0.40072202166065,0,0,0.173913043478261,0.355555555555556,0.386138613861386,0.0275229357798165,0,0,0.19047619047619,0.249283667621777,0.143382352941176,0.0398773006134969,0.0851063829787234,0.314410480349345,0,0.283582089552239,0,0.469135802469136,0,0.375,0,0.423076923076923,0.275,0,0,0.111111111111111,0,0.111111111111111,0.166666666666667,0.16,0.0694444444444444,0.0497335701598579,0.213114754098361,0,0.0909090909090909,0.127450980392157,0.157894736842105,0.172413793103448,0.354609929078014,0,0,0,0.114285714285714,0,0,0.12,0.0192307692307692,0.0487804878048781,0.0074074074074074,0,0.0522875816993464,0.037037037037037,0,0,0,0.40952380952381,0.428571428571429,0,0.285714285714286,0.444444444444444,0.142857142857143,0.166666666666667,0.181818181818182,0.12,0,0.0689655172413793,0.189189189189189,0.133333333333333,0.0833333333333333,0.466666666666667,0.222222222222222,0.247524752475248,0,0,0,0.421052631578947,0,0,0,0.125,0.245901639344262,0.36,0.111111111111111,0.105263157894737,0,0,0.411764705882353,0,0,0,0,0.0967741935483871,0.329113924050633,0,0.2,0,0.04,0.8125,0.0833333333333333
TCGA-05-4249-01A-01R-1107-07,0.245487364620939,0,0,0.173913043478261,0.205555555555556,0.198019801980198,0.229357798165138,0.0451977401129944,0.0833333333333333,0,0.0573065902578797,0.113970588235294,0.932515337423313,0.170212765957447,0.0786026200873362,0.101449275362319,0.0746268656716418,0.046875,0.0864197530864197,0.0955882352941176,0.15625,0,0.346153846153846,0.125,0.05,0,0.111111111111111,0,0,0.166666666666667,0.24,0.208333333333333,0.0426287744227353,0.0163934426229508,0.444444444444444,0,0.107843137254902,0.263157894736842,0.137931034482759,0.198581560283688,0.5,0,0,0.2,0,0,0.32,0.0192307692307692,0.0731707317073171,0.0444444444444444,0,0.111111111111111,0,0,0,0,0.0857142857142857,0.142857142857143,0.230769230769231,0.0357142857142857,0.333333333333333,0.142857142857143,0.222222222222222,0,0.08,0.0845070422535211,0.137931034482759,0.108108108108108,0.0666666666666667,0,0,0.722222222222222,0.158415841584158,0,0,0,0.157894736842105,0.25,0.142857142857143,0.0654205607476635,0.125,0.147540983606557,0.24,0.111111111111111,0.0526315789473684,0.101449275362319,0,0.352941176470588,0,0.0666666666666667,0.153846153846154,0.333333333333333,0.258064516129032,0.265822784810127,0,0,0.153846153846154,0,0.125,0.0833333333333333
TCGA-55-7570-01A-11R-2039-07,0.330324909747292,0,0,0.0869565217391304,0.0611111111111111,0.158415841584158,0.0275229357798165,0.0282485875706215,0,0.142857142857143,0.220630372492837,0.386029411764706,0.0552147239263804,0.0709219858156028,0.152838427947598,0.0144927536231884,0.119402985074627,0.046875,0.444444444444444,0.0294117647058824,0.125,0,0.307692307692308,0.175,0.05,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.04,0.0277777777777778,0.0337477797513321,0.327868852459016,0,0,0.107843137254902,0.666666666666667,0.0689655172413793,0.276595744680851,0,0,0,0.285714285714286,0,0,0.04,0.269230769230769,0,0.0148148148148148,0,0.0849673202614379,0,0,0.0416666666666667,0,0.238095238095238,0.19047619047619,0.0769230769230769,0.107142857142857,1,0.142857142857143,0,0,0.16,0.028169014084507,0.275862068965517,0.216216216216216,0.233333333333333,0.666666666666667,0,0.222222222222222,0.0693069306930693,0,0.5,0,0.315789473684211,0,0.571428571428571,0.0560747663551402,0.125,0.147540983606557,0.16,0,0,0.0289855072463768,0.75,0.117647058823529,0,0.0666666666666667,0,0,0.0645161290322581,0.506329113924051,0.0303030303030303,0.1,0.205128205128205,0.08,0.125,0.277777777777778
TCGA-50-5049-01A-01R-1628-07,0.180505415162455,0,0,0,0.0555555555555556,0.0594059405940594,0,0.0225988700564972,0.145833333333333,0.0476190476190476,0.108882521489971,0.0404411764705882,0.0214723926380368,0,0.0218340611353712,0.0869565217391304,0.0149253731343284,0,0.0246913580246914,0.125,0,0,0.115384615384615,0.05,0,0,0,0,0,0,0.24,0,0.0071047957371225,0.0491803278688525,0,0,0.0098039215686274,0.0175438596491228,0.172413793103448,0.0638297872340425,0,0,0,0,0,0,0,0,0,0.0074074074074074,0,0.0130718954248366,0,0,0,0,0.019047619047619,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0495049504950495,0,0.125,0,0,0,0,0,0,0.0327868852459016,0.08,0,0,0,0,0.0588235294117647,0,0,0,0,0,0.0126582278481013,0,0,0.0512820512820513,0,0,0
TCGA-86-8674-01A-21R-2403-07,0.202166064981949,0,0,0,0.0944444444444444,0.0495049504950495,0.100917431192661,0.0282485875706215,0.0208333333333333,0.142857142857143,0.0630372492836676,0.0955882352941176,0.0214723926380368,0.156028368794326,0.0436681222707424,0.0144927536231884,0.0298507462686567,0,0.123456790123457,0,0,0,0.153846153846154,0.025,0,0,0,0,0,0,0.04,0.0277777777777778,0.0266429840142096,0.0163934426229508,0,0,0.0784313725490196,0.12280701754386,0.103448275862069,0.0921985815602837,0,0,0.111111111111111,0.171428571428571,0,0,0.08,0.0192307692307692,0.024390243902439,0.0148148148148148,0,0.0065359477124183,0.037037037037037,0,0.0833333333333333,0,0.0571428571428571,0.0952380952380952,0,0.0357142857142857,0.222222222222222,0,0,0.0909090909090909,0,0,0.0689655172413793,0,0.0666666666666667,0.166666666666667,0,0.277777777777778,0.0396039603960396,0,0,0,0.0526315789473684,0,0,0.0093457943925233,0.125,0,0,0.111111111111111,0.105263157894737,0.0144927536231884,0.5,0.0588235294117647,0,0.0666666666666667,0,0,0.193548387096774,0.113924050632911,0,0.2,0.0512820512820513,0,0,0.111111111111111
TCGA-50-5942-01A-21R-1755-07,0.122743682310469,0,0.0068337129840546,0.0434782608695652,0.116666666666667,0.346534653465347,0.0458715596330275,0.0169491525423729,0.0208333333333333,0.0476190476190476,0.100286532951289,0.0808823529411765,0.0061349693251533,0.0212765957446809,0.0393013100436681,0,0.298507462686567,0.015625,0.037037037037037,0.0514705882352941,0.09375,0.333333333333333,0.192307692307692,0.125,0,0,0,0.0833333333333333,0.222222222222222,0.333333333333333,0.52,0.0694444444444444,0.024866785079929,0.0163934426229508,0,0,0.0098039215686274,0.0526315789473684,0.206896551724138,0.0425531914893617,0.5,0,0,0.0285714285714286,0.1,0,0.04,0.0769230769230769,0.024390243902439,0.0074074074074074,0,0.0261437908496732,0.037037037037037,0,0.0208333333333333,0,0.0952380952380952,0,0.0769230769230769,0.0357142857142857,0,0,0,0,0.08,0.028169014084507,0.103448275862069,0.0810810810810811,0.0333333333333333,0.0833333333333333,0,0.111111111111111,0.0099009900990099,0,0,0,0.105263157894737,0,0,0.0280373831775701,0,0.114754098360656,0.04,0,0,0.0289855072463768,0,0.117647058823529,0,0,0.0769230769230769,0,0.0967741935483871,0.126582278481013,0,0,0.0512820512820513,0,0,0.0277777777777778
TCGA-50-6592-01A-11R-1755-07,0.160649819494585,0,0.0159453302961276,0.0869565217391304,0.111111111111111,0.128712871287129,0.128440366972477,0.141242937853107,0.0625,0.0476190476190476,0.111747851002865,0.0294117647058824,0.0061349693251533,0.0070921985815602,0.11353711790393,0.0144927536231884,0.149253731343284,0.03125,0.0987654320987654,0.0220588235294118,0.03125,0,0.346153846153846,0.05,0.1,0,0.222222222222222,0.0833333333333333,0.111111111111111,0,0.2,0,0.088809946714032,0.245901639344262,0,0,0.186274509803922,0.315789473684211,0.0689655172413793,0.127659574468085,0,0.5,0,0.0571428571428571,0,0,0.04,0.0384615384615385,0,0.0074074074074074,0,0.0326797385620915,0,0,0,0,0.295238095238095,0.0952380952380952,0,0.142857142857143,0.333333333333333,0,0.0555555555555556,0,0.28,0.028169014084507,0.172413793103448,0,0.133333333333333,0.0833333333333333,0.0666666666666667,0.0555555555555556,0.108910891089109,0,0.5,0,0.105263157894737,0.5,0.285714285714286,0.0093457943925233,0,0.229508196721311,0.24,0,0.0526315789473684,0,0,0.352941176470588,0,0.133333333333333,0.0769230769230769,0,0.032258064516129,0.126582278481013,0,0.2,0.128205128205128,0.28,0.125,0.0555555555555556
TCGA-62-8395-01A-11R-2326-07,0.0667870036101083,0,0.0022779043280182,0.304347826086957,0.133333333333333,0.257425742574257,0.165137614678899,0.096045197740113,0.104166666666667,0.0952380952380952,0.0171919770773639,0.400735294117647,0.0061349693251533,0.0709219858156028,0.139737991266376,0.072463768115942,0.164179104477612,0.046875,0.0740740740740741,0.0294117647058824,0,0,0.653846153846154,0.175,0,0,0.111111111111111,0,0.111111111111111,0,0.16,0.0138888888888889,0.024866785079929,0.0491803278688525,0.037037037037037,0,0.186274509803922,0.0701754385964912,0.137931034482759,0.099290780141844,0,0,0,0.0857142857142857,0,0,0.12,0.173076923076923,0.0487804878048781,0.0222222222222222,0,0.0457516339869281,0.037037037037037,0,0.125,0,0.142857142857143,0.0952380952380952,0.153846153846154,0.107142857142857,0,0.285714285714286,0.0555555555555556,0.727272727272727,0.44,0.0422535211267606,0,0.0540540540540541,0.133333333333333,0.0833333333333333,0,0,0.0693069306930693,0,0.125,0,0.0526315789473684,0,0,0.0093457943925233,0,0.163934426229508,0.12,0,0,0.0289855072463768,0,0.235294117647059,0,0,0.153846153846154,0,0.032258064516129,0.164556962025316,0.181818181818182,0,0.230769230769231,0,0.0625,0.0833333333333333
TCGA-55-6975-01A-11R-1949-07,0.120938628158845,0,0.0022779043280182,0,0.0833333333333333,0.0099009900990099,0.0458715596330275,0.0508474576271186,0.0208333333333333,0.0476190476190476,0.0859598853868195,0.0110294117647059,0,0.0070921985815602,0.0087336244541484,0,0.0597014925373134,0,0.0246913580246914,0.0294117647058824,0,0,0.0384615384615385,0.025,0.05,0,0,0.0833333333333333,0,0,0.04,0,0.0106571936056838,0.0983606557377049,0,0,0.0588235294117647,0.0526315789473684,0.0689655172413793,0.0070921985815602,0,0,0.111111111111111,0.0285714285714286,0,0,0,0.0961538461538462,0.024390243902439,0,0,0.0065359477124183,0,0,0,0.03125,0.0761904761904762,0,0.0769230769230769,0,0,0,0,0,0.04,0,0,0,0,0.0833333333333333,0.0666666666666667,0.111111111111111,0.0693069306930693,0,0,0,0.105263157894737,0,0,0.0186915887850467,0,0.0327868852459016,0,0,0.0526315789473684,0,0,0.0588235294117647,0,0,0.0769230769230769,0,0,0.0506329113924051,0,0,0.0256410256410256,0,0,0.0555555555555556
TCGA-73-4662-01A-01R-1206-07,0.212996389891697,0.0416666666666667,0.0159453302961276,0.0869565217391304,0.227777777777778,0.603960396039604,0.110091743119266,0.322033898305085,0.354166666666667,0.19047619047619,0.134670487106017,0.191176470588235,0.199386503067485,0.0780141843971631,0.279475982532751,0.130434782608696,0.746268656716418,0.4375,0.148148148148148,0.110294117647059,0.15625,0.333333333333333,0.0384615384615385,0.2,0.35,0,0.222222222222222,0,0,0,0.28,0.138888888888889,0.0586145648312611,0.114754098360656,0,0,0.303921568627451,0.649122807017544,0.0689655172413793,0.156028368794326,0.5,0,0,0.514285714285714,0,0,0.12,0.211538461538462,0.0731707317073171,0.103703703703704,0,0.137254901960784,0.296296296296296,0,0.0416666666666667,0,0.39047619047619,0.238095238095238,0.230769230769231,0.178571428571429,0.222222222222222,0.142857142857143,0.166666666666667,0,0.4,0.0985915492957746,0.172413793103448,0.324324324324324,0.133333333333333,0.333333333333333,0,0.222222222222222,0.346534653465347,0.2,0.5,0,0.368421052631579,0,0.142857142857143,0.0186915887850467,0.125,0.295081967213115,0.48,1,0,0.159420289855072,0,0.529411764705882,0.0909090909090909,0,0.153846153846154,0.333333333333333,0.129032258064516,0.316455696202532,0,0.2,0.487179487179487,0.08,0.0625,0.0277777777777778
TCGA-NJ-A4YG-01A-22R-A262-07,0.113718411552347,0.0416666666666667,0,0.260869565217391,0.0833333333333333,0.237623762376238,0.073394495412844,0.0338983050847458,0.0416666666666667,0.19047619047619,0.0372492836676218,0.102941176470588,0.0889570552147239,0.24822695035461,0.126637554585153,0.0434782608695652,0.134328358208955,0.015625,0.222222222222222,0.0220588235294118,0.09375,0,0.307692307692308,0.025,0.05,0,0.333333333333333,0.0833333333333333,0.111111111111111,0,0.08,0.222222222222222,0.0319715808170515,0.180327868852459,0.222222222222222,0,0.0686274509803922,0.315789473684211,0,0.170212765957447,0,0,0,0.114285714285714,0,0,0,0.0576923076923077,0,0.0222222222222222,0,0.065359477124183,0.037037037037037,0,0.0416666666666667,0,0.333333333333333,0.19047619047619,0.230769230769231,0.142857142857143,0,0.142857142857143,0,0,0.08,0.0845070422535211,0,0.243243243243243,0.333333333333333,0.0833333333333333,0,0.222222222222222,0.207920792079208,0,0.25,0,0.105263157894737,0,0,0.327102803738318,0,0.114754098360656,0.08,0.111111111111111,0,0,0.25,0.352941176470588,0,0,0.0769230769230769,0.333333333333333,0.129032258064516,0.126582278481013,0,0,0.153846153846154,0,0.125,0
TCGA-05-4433-01A-22R-1858-07,0.113718411552347,0.0416666666666667,0.0113895216400911,0.0434782608695652,0.105555555555556,0.0198019801980198,0.018348623853211,0.0282485875706215,0.0208333333333333,0.0952380952380952,0.0773638968481375,0.0404411764705882,0.0030674846625766,0.120567375886525,0.0218340611353712,0.0144927536231884,0.104477611940299,0.03125,0.037037037037037,0.0073529411764705,0.09375,0,0.0769230769230769,0.075,0.1,0,0,0,0.111111111111111,0,0.08,0.0555555555555556,0.0213143872113677,0,0,0,0.0588235294117647,0.105263157894737,0.172413793103448,0.049645390070922,0,0,0,0.114285714285714,0,0,0,0.0961538461538462,0,0.037037037037037,0,0.0326797385620915,0,0,0,0,0.019047619047619,0.0476190476190476,0,0.107142857142857,0.111111111111111,0,0.0555555555555556,0.181818181818182,0.32,0.028169014084507,0,0.0810810810810811,0.0333333333333333,0.0833333333333333,0,0.0555555555555556,0.0792079207920792,0,0.125,0,0.105263157894737,0,0,0.0093457943925233,0,0.0491803278688525,0.04,0,0.105263157894737,0,0,0.117647058823529,0,0,0.153846153846154,0,0.290322580645161,0.10126582278481,0.0303030303030303,0,0.0769230769230769,0,0,0
TCGA-49-4494-01A-01R-1206-07,0.435018050541516,0,0,0,0.105555555555556,0.0099009900990099,0,0.0451977401129944,0.0208333333333333,0,0.197707736389685,0.0441176470588235,0,0.0212765957446809,0.0087336244541484,0,0.0149253731343284,0.015625,0.111111111111111,0.0294117647058824,0,0,0.0769230769230769,0,0,0,0,0,0,0,0.04,0,0.0017761989342806,0.0327868852459016,0,0,0.0294117647058824,0.0526315789473684,0.448275862068966,0.0638297872340425,0,0,0.111111111111111,0.0571428571428571,0,0.142857142857143,0,0.0192307692307692,0.0487804878048781,0,0.0833333333333333,0,0,0,0,0,0.0666666666666667,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.198019801980198,0,0,0,0.105263157894737,0,0,0.0467289719626168,0,0,0.08,0,0.105263157894737,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0.0512820512820513,0,0.0625,0.138888888888889
TCGA-49-AARO-01A-12R-A41B-07,0.0685920577617329,0.0416666666666667,0,0.304347826086957,0.127777777777778,0.0891089108910891,0.26605504587156,0.096045197740113,0.208333333333333,0.19047619047619,0.0429799426934097,0.0294117647058824,0.0245398773006135,0.113475177304965,0.179039301310044,0.246376811594203,0.208955223880597,0.203125,0.728395061728395,0.139705882352941,0.03125,0,0.230769230769231,0.025,0.05,0,0.555555555555556,0.0833333333333333,0.111111111111111,0.166666666666667,0,0.125,0.0319715808170515,0.131147540983607,0.111111111111111,0,0.0980392156862745,0.298245614035088,0.172413793103448,0.51063829787234,0,0,0,0.2,0,0,0.12,0.326923076923077,0.0487804878048781,0,0,0.0457516339869281,0.185185185185185,0,0,0,0.152380952380952,0.0476190476190476,0.230769230769231,0.142857142857143,0,0.142857142857143,0,0,0.2,1,0.103448275862069,0.27027027027027,0.166666666666667,0,0,0.111111111111111,0.138613861386139,0.2,0,0,0.263157894736842,0,0,0.420560747663551,0,0.0655737704918033,0.24,0.222222222222222,0.157894736842105,0.0434782608695652,0.25,0.117647058823529,0,0,0.307692307692308,0,0.161290322580645,0.126582278481013,0.212121212121212,0.3,0.128205128205128,0,0.375,0.0555555555555556
TCGA-49-AAR4-01A-12R-A41B-07,0.124548736462094,0.0416666666666667,0.0022779043280182,0.173913043478261,0.144444444444444,0.0594059405940594,0.128440366972477,0.0395480225988701,0.0833333333333333,0.619047619047619,0.0458452722063037,0.0257352941176471,0.0705521472392638,0.234042553191489,0.209606986899563,0.710144927536232,0.0447761194029851,0.921875,0.320987654320988,0.492647058823529,0.03125,0,0.0384615384615385,0.075,0,0,0,0,0,0.333333333333333,0.04,0.166666666666667,0.0337477797513321,0.311475409836066,0,0,0.264705882352941,0.263157894736842,0,0.404255319148936,0,0,0,0.0285714285714286,0,0,0.12,0.115384615384615,0.024390243902439,0.0148148148148148,0,0.111111111111111,0.333333333333333,0,0,0,0.20952380952381,0.238095238095238,0.384615384615385,0.285714285714286,0,0.857142857142857,0,0.0909090909090909,0.28,0.253521126760563,0,0.0810810810810811,0.0666666666666667,0.0833333333333333,0.0666666666666667,0.222222222222222,0.277227722772277,0.2,0,0,0.263157894736842,0.25,0.142857142857143,0.0280373831775701,0.125,0.131147540983607,0.28,0.111111111111111,0,0.072463768115942,0.25,0.176470588235294,0,0.0666666666666667,0,0,0.0967741935483871,0.10126582278481,0.212121212121212,0.2,0.333333333333333,0.04,0.1875,0.138888888888889
